id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,city,country
ChZDSUhNMG9nS0VJQ0FnSURvOXAzWFNBEAE,"Me atendieron bien en mi última gestión, la primera me contrariedad un poco , pero hay que reconocer que en algunas oficinas cada vez dejan menos empleados y a algunas horas y días la afluencia de clientes es mucha",Hace un año,2020-10-17 12:38:09.931396,4.0,Maria Vazquez,156,0,https://www.google.com/maps/contrib/108924698189371040898?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSURJLTRmQ3VRRRAB,Fatal hasta que se incorporó otra empleada que yo temblaba cada vez que tenia que ingresar dinero para mi empresa porque me ponía está empleada del BBVA a parir delante de todas las personas creo recordar que se llama Mariangeles pelo rizado y con gafas estaba últimamente en una mesa era y será súper desagradable y nos atendió regla y cambió el trato,Hace un año,2020-10-17 12:38:09.931396,1.0,Maria Jose Alba Gonzalez,8,0,https://www.google.com/maps/contrib/110454667022021018442?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUR3LUxxd3pnRRAB,,Hace 2 años,2020-10-17 12:38:09.932395,1.0,estanislao castrillon rivero,0,0,https://www.google.com/maps/contrib/101858532109711244738?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSURBemNxTjVBRRAB,Tiempos de espera eternos,Hace 2 años,2020-10-17 12:38:09.932395,1.0,Jose Luis Bustamante,4,0,https://www.google.com/maps/contrib/110609473601559794770?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUNBdzZqeHdnRRAB,Muy buen servicio por parte de los empleados.,Hace 3 años,2020-10-17 12:38:09.933395,5.0,Tiara Dávila,1,0,https://www.google.com/maps/contrib/111118544959160125732?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSUNncmZ5WkR3EAE,,Hace 3 años,2020-10-17 12:38:09.934395,1.0,Buquin,0,0,https://www.google.com/maps/contrib/104652479453871814176?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSURnaC1tam13RRAB,Banco con cajero,Hace 3 años,2020-10-17 12:38:09.935398,4.0,R MDEEB,0,0,https://www.google.com/maps/contrib/102676016798438969966?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUNndUlxNXR3RRAB,Banco Bilbao Vizcaya Argentaria,Hace 3 años,2020-10-17 12:38:09.935398,4.0,Sandra Martínez,0,0,https://www.google.com/maps/contrib/113941809015436116418?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSURnNC1HbUVREAE,,Hace 3 años,2020-10-17 12:38:09.936397,5.0,Javier Garcia,0,0,https://www.google.com/maps/contrib/104554278684219753213?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSURBM1o3NFBBEAE,Otra sede mas.,Hace 4 años,2020-10-17 12:38:09.937395,3.0,jesus rodriguez,0,0,https://www.google.com/maps/contrib/102660375249952878529?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUNBNjVUX2hRRRAB,Aqui no existe tal entidad del BBVA,Hace 5 años,2020-10-17 12:38:09.937395,1.0,Juan Jose carmona Marin,2,0,https://www.google.com/maps/contrib/115273837768258623157?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUNDMl91WjNRRRAB,Atención nefasta en especial de la oficina de viapol . Sin preguntar porque estaba allí  me dice una de las cuatro mujeres que estaban allí.  aquí no se atiende sin cita previa . Y yo la única clienta en el banco que deberían darles más verguenza . Así no se captan clientes señoras .,Hace un mes,2020-10-17 12:38:35.971634,1.0,sharom parada,0,0,https://www.google.com/maps/contrib/107210386735115208085?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSUQwdHJxbUpBEAE,Como entres con alguna duda no pretendas salir con respuesta . Normal que no sea cliente de aquí,Hace 11 meses,2020-10-17 12:38:35.971634,1.0,Cristina Zhang,0,0,https://www.google.com/maps/contrib/118334989485058002530?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSURvN2RxZWdBRRAB,señor ..  dame paciencia.. .....lento ..lento.. y si no eres cliente ni entres..  porq siempre tienen preferencia el cliente.. y les atienden antes q a ti ..aumq lleves tres horas esperando..,Hace un año,2020-10-17 12:38:35.972639,1.0,j.A x.,0,0,https://www.google.com/maps/contrib/108107182321259221317?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUM4NjhlMjFnRRAB,,Hace 3 meses,2020-10-17 12:39:01.921987,4.0,CARLANGA,0,0,https://www.google.com/maps/contrib/117784924316376826074?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSURjOG9QSXhnRRAB,Una oficina bancaria. Sin más.,Hace 4 meses,2020-10-17 12:39:01.921987,4.0,Tala Diego,0,0,https://www.google.com/maps/contrib/113537715646801031538?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSUMwOV9LT1l3EAE,,Hace un año,2020-10-17 12:39:01.922990,2.0,Maria Capital,3,0,https://www.google.com/maps/contrib/103775396271744480560?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSUNvNHBHX1Z3EAE,"Más de una hora esperando para caja y mira que se fue gente, el nuevo cambio de dar número solo hasta las 11,30 colapsa las cajas.",Hace un año,2020-10-17 12:39:01.923958,1.0,N Canija,13,0,https://www.google.com/maps/contrib/109582499362177551550?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSURRbjhUdlJnEAE,,Hace 2 años,2020-10-17 12:39:01.923958,1.0,youssef najib,1,0,https://www.google.com/maps/contrib/106673555137436283802?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSUNBMi03TFJnEAE,"Exageradamente lento, para hacer un ingreso 1 hora de espera, y eso que sólo estábamos cuatro personas esperando... Además de que te hacen coger un número para nada porque atienden antes a personas que han entrado más tarde que tú... Un banco para quien no tenga nada que hacer en toda la mañana...",Hace 2 años,2020-10-17 12:39:01.924985,1.0,Ruth Herreras Canal,1,0,https://www.google.com/maps/contrib/101755578063257353187?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSURnMnZHbWp3RRAB,,Hace 5 años,2020-10-17 12:39:01.924985,4.0,J.C Iglesias,1,0,https://www.google.com/maps/contrib/114354949397662311611?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUNDdnZ5WmlnRRAB,No cogen el teléfono y cuando descuelgan media hora de música para finalmente colgarte,Hace un mes,2020-10-17 12:39:27.847818,1.0,Manuel Oliver Mata,6,0,https://www.google.com/maps/contrib/111577795443677304835?hl=es-DE,Sevilla, EspaÃ±a
ChdDSUhNMG9nS0VJQ0FnSUNzdjRqYmpRRRAB,"1 hora para pasar por caja, una sola taquilla abierta. La cajera se tomaba todo su tiempo hablando con compañeros que en lugar de habilitar otra caja esta andando de un lado a otro hablándo. Pésimo servicio...",Hace 7 meses,2020-10-17 12:39:27.847818,1.0,Emilly Concepcion,4,0,https://www.google.com/maps/contrib/114349167617623244503?hl=es-DE,Sevilla, EspaÃ±a
ChZDSUhNMG9nS0VJQ0FnSURBdmNIUUF3EAE,Estuve esperando media hora a que me atendieran y me tuve que ir porque seguían con una familia hablando de sus cosas sin importar la gente que estuviera esperando. Lamentable,Hace 2 años,2020-10-17 12:39:27.848822,1.0,Fernando Fernández,8,0,https://www.google.com/maps/contrib/103386338777493296553?hl=es-DE,Sevilla, EspaÃ±a
